# BLASTN 2.12.0+
# Query: sp|
# Database: META1_copies.txt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 114 hits found
sp|	AT4TE32060	93.069	101	6	1	735	835	856	955	4.23e-36	147
sp|	AT4TE49990	97.760	5179	72	14	2	5145	1	5170	0.0	8881
sp|	AT4TE49990	98.235	170	2	1	1	170	5009	5177	3.97e-81	296
sp|	AT4TE49990	96.296	162	5	1	4985	5145	1	162	1.12e-71	265
sp|	AT4TE49990	94.059	101	5	1	735	835	858	957	9.09e-38	152
sp|	AT1TE21710	97.770	5158	76	15	2	5145	1	5133	0.0	8852
sp|	AT1TE21710	98.148	162	3	0	1	162	4972	5133	3.09e-77	283
sp|	AT1TE21710	97.516	161	3	1	4985	5145	1	160	1.86e-74	274
sp|	AT1TE21710	94.059	101	5	1	858	957	732	832	9.09e-38	152
sp|	AT1TE21710	94.792	96	4	1	735	830	855	949	1.18e-36	148
sp|	AT1TE14315	97.477	5153	87	16	2	5145	1	5119	0.0	8756
sp|	AT1TE14315	96.273	161	6	0	4985	5145	1	161	1.12e-71	265
sp|	AT1TE14315	94.444	162	9	0	1	162	4958	5119	3.13e-67	250
sp|	AT1TE14315	95.050	101	4	1	858	957	735	835	1.95e-39	158
sp|	AT5TE82430	97.203	5149	108	10	2	5145	1	5118	0.0	8678
sp|	AT5TE82430	95.062	162	8	0	1	162	4957	5118	6.74e-69	255
sp|	AT5TE82430	93.168	161	10	1	4985	5145	1	160	8.77e-63	235
sp|	AT5TE82430	95.050	101	4	1	735	835	856	955	1.95e-39	158
sp|	AT5TE82430	92.079	101	7	1	858	957	733	833	1.97e-34	141
sp|	AT1TE21210	97.147	5187	52	21	2	5145	1	5134	0.0	8671
sp|	AT1TE21210	99.387	163	0	1	1	162	4972	5134	1.43e-80	294
sp|	AT1TE21210	99.383	162	0	1	4985	5145	1	162	5.13e-80	292
sp|	AT1TE21210	95.050	101	4	1	858	957	732	832	1.95e-39	158
sp|	AT1TE21210	93.069	101	7	0	735	835	855	955	1.18e-36	148
sp|	AT4TE43250	96.756	5148	125	24	2	5134	1	5121	0.0	8543
sp|	AT4TE43250	93.789	161	8	2	4985	5145	1	159	1.89e-64	241
sp|	AT4TE43250	94.040	151	7	2	1	151	4973	5121	1.47e-60	228
sp|	AT4TE43250	95.050	101	4	1	735	835	855	954	1.95e-39	158
sp|	AT4TE43250	94.059	101	5	1	858	957	732	832	9.09e-38	152
sp|	AT4TE44990	96.183	4349	90	23	858	5145	733	5066	0.0	7042
sp|	AT4TE44990	97.722	834	17	2	2	835	1	832	0.0	1434
sp|	AT4TE44990	95.679	162	7	0	1	162	4905	5066	1.45e-70	261
sp|	AT4TE44990	95.031	161	7	1	4985	5145	1	160	8.71e-68	252
sp|	AT5TE34040	96.730	4190	113	11	975	5145	96	4280	0.0	6957
sp|	AT5TE34040	97.531	162	4	0	1	162	4119	4280	1.44e-75	278
sp|	AT5TE52075	95.588	4193	118	28	969	5145	354	4495	0.0	6656
sp|	AT5TE52075	87.786	131	12	3	33	162	4368	4495	3.27e-37	150
sp|	AT5TE51845	95.588	4193	118	28	969	5145	354	4495	0.0	6656
sp|	AT5TE51845	87.786	131	12	3	33	162	4368	4495	3.27e-37	150
sp|	AT4TE34305	98.036	3767	46	10	1396	5145	1246	5001	0.0	6521
sp|	AT4TE34305	98.348	1029	15	2	1	1028	1	1028	0.0	1805
sp|	AT4TE34305	99.519	208	0	1	1095	1302	1008	1214	1.38e-105	377
sp|	AT4TE34305	98.765	162	2	0	1	162	4840	5001	6.64e-79	289
sp|	AT4TE34305	97.531	162	4	0	4984	5145	1	162	1.44e-75	278
sp|	AT4TE34305	95.050	101	4	1	858	957	736	836	1.95e-39	158
sp|	AT4TE34305	94.792	96	4	1	735	830	859	953	1.18e-36	148
sp|	AT3TE70410	96.764	3801	89	22	1353	5145	1312	5086	0.0	6307
sp|	AT3TE70410	97.683	1338	23	7	2	1339	1	1330	0.0	2292
sp|	AT3TE70410	94.410	161	5	3	4985	5145	1	157	1.46e-65	244
sp|	AT3TE70410	92.593	162	6	3	1	162	4931	5086	1.47e-60	228
sp|	AT2TE04085	97.958	3281	34	12	1870	5145	1369	4621	0.0	5657
sp|	AT2TE04085	97.724	1362	25	4	2	1358	1	1361	0.0	2338
sp|	AT2TE04085	98.171	164	2	1	1	163	4459	4622	8.59e-78	285
sp|	AT2TE04085	95.062	162	7	1	4985	5145	1	162	2.42e-68	254
sp|	AT2TE04085	94.059	101	5	1	858	957	734	834	9.09e-38	152
sp|	AT2TE07460	95.298	3233	102	19	973	4179	221	3429	0.0	5083
sp|	AT2TE07460	97.452	157	4	0	1	157	3429	3585	8.65e-73	268
sp|	AT2TE07460	97.452	157	4	0	4984	5140	3429	3585	8.65e-73	268
sp|	AT3TE63950	95.833	2976	60	13	2182	5145	370	3293	0.0	4750
sp|	AT3TE63950	97.143	175	5	0	1	175	1	175	3.97e-81	296
sp|	AT3TE63950	96.914	162	5	0	4984	5145	1	162	6.69e-74	272
sp|	AT3TE63950	96.296	162	6	0	1	162	3132	3293	3.11e-72	267
sp|	AT2TE06405	97.533	2270	32	9	1	2269	1	2247	0.0	3860
sp|	AT2TE06405	96.959	2039	26	11	3121	5145	2244	4260	0.0	3389
sp|	AT2TE06405	98.765	162	2	0	4984	5145	1	162	6.64e-79	289
sp|	AT2TE06405	96.914	162	5	0	1	162	4099	4260	6.69e-74	272
sp|	AT2TE06405	94.059	101	5	1	735	835	858	957	9.09e-38	152
sp|	AT3TE64915	98.907	2104	15	3	3045	5145	27	2125	0.0	3751
sp|	AT3TE64915	99.383	162	1	0	1	162	1964	2125	1.43e-80	294
sp|	AT5TE41620	94.297	2455	98	21	1480	3917	7	2436	0.0	3720
sp|	AT4TE19715	98.690	1756	17	2	2615	4365	27	1781	0.0	3110
sp|	AT3TE65015	96.762	1884	25	12	1	1880	1	1852	0.0	3109
sp|	AT3TE65015	98.179	1098	19	1	1923	3019	1855	2952	0.0	1916
sp|	AT3TE65015	98.148	162	3	0	4984	5145	1	162	3.09e-77	283
sp|	AT5TE41610	91.019	1236	54	18	3913	5145	1	1182	0.0	1615
sp|	AT5TE41610	89.394	132	8	5	33	162	1055	1182	1.51e-40	161
sp|	AT5TE41610	97.778	45	0	1	1	44	1034	1078	5.63e-15	76.8
sp|	AT3TE47210	96.661	569	16	2	4569	5135	1	568	0.0	942
sp|	AT3TE47210	96.711	152	4	1	1	152	418	568	8.71e-68	252
sp|	AT3TE35610	95.365	561	23	2	964	1523	561	1119	0.0	889
sp|	AT3TE35610	84.571	175	12	6	1	174	1	161	5.43e-40	159
sp|	AT3TE35610	83.436	163	12	6	4984	5145	1	149	2.55e-33	137
sp|	AT5TE44535	95.923	466	16	3	1	465	1	464	0.0	752
sp|	AT5TE44535	92.638	163	10	2	4984	5145	1	162	3.16e-62	233
sp|	AT2TE18775	89.381	452	36	6	1	448	1	444	4.58e-160	558
sp|	AT5TE34055	98.286	175	3	0	1	175	1	175	1.83e-84	307
sp|	AT5TE34055	98.148	162	3	0	4984	5145	1	162	3.09e-77	283
sp|	AT4TE41820	98.592	142	1	1	1	142	1	141	3.13e-67	250
sp|	AT4TE41820	98.592	142	1	1	4984	5125	1	141	3.13e-67	250
sp|	AT2TE05985	96.970	33	1	0	13	45	3	35	7.33e-09	56.5
sp|	AT2TE05985	96.970	33	1	0	4996	5028	3	35	7.33e-09	56.5
# BLAST processed 1 queries
